"ALKBH5" "FTO" "IGF2BP1" "IGF2BP2" "IGF2BP3" "METTL14" "METTL3" "KIAA1429" "WTAP" "YTHDC1" "YTHDC2" "YTHDF1" "YTHDF2" "YTHDF3" "RBM15" "CancerType"
"Sample_4201" -0.042884 -0.133364 -0.6548 1.15746 0.019716 -0.15736 0.344467 0.21044 0.370657 0.43214 0.26766 0.62047 0.237521 0.812288 -0.36715 "PRAD"
"Sample_4202" -0.047429 -0.044041 -0.41076 -0.25785 0.1064 0.06799 -0.474611 0.30255 -0.581115 -0.32935 -0.61257 -0.1558 -0.495227 -0.05893 -1.6768 "PRAD"
"Sample_4203" 0.25261 0.308331 -0.38479 0.78756 -0.04475 -0.03702 0.1759 0.10752 0.187167 -0.00541 0.14114 0.27389 -0.150916 0.350291 -0.97006 "PRAD"
"Sample_4204" -0.180275 0.128014 -0.12038 1.63623 -0.004581 0.16227 -0.245662 0.58959 -0.412398 -0.3331 -0.20144 -0.02335 -0.184909 0.171912 -1.654 "PRAD"
"Sample_4205" -0.017915 0.198544 -0.55893 0.25264 0.014994 0.09909 0.255087 0.01945 -0.158822 0.21006 0.59599 0.43786 -0.042944 -0.188469 -0.76131 "PRAD"
"Sample_4206" -0.060554 0.327123 -0.62035 0.4557 0.013405 0.07569 0.604524 1.03603 0.275365 1.22459 1.4351 1 0.306523 1.230769 -0.21926 "PRAD"
"Sample_4207" -0.057203 -0.160516 -0.40781 0.00172 0.082649 0.09579 0.074283 0.00549 0.019087 -0.44413 0.50568 -0.0465 -0.012266 0.023003 -1.3613 "PRAD"
"Sample_4208" -0.086923 0.20236 -0.48247 0.48724 0.084342 0.08358 -0.054221 0.32622 -0.278214 -0.24011 -0.42816 -0.1608 -0.248646 -0.264704 -1.3823 "PRAD"
"Sample_4209" -0.119177 0.26377 0.27271 0.95273 0.049217 0.10215 0.333095 0.36856 0.072005 -0.04138 0.0028 0.2393 -0.225626 -0.011436 -1.1491 "PRAD"
"Sample_4210" -0.155858 0.090368 -0.07175 0.44902 0.089435 0.05694 -0.08653 0.17244 -0.364293 -0.23863 -0.12442 -0.11893 -0.287657 -0.019906 -1.5892 "PRAD"
"Sample_4211" 0.038904 0.126884 0.28263 -0.16358 0.016903 -0.13885 -0.230548 0.0831 -0.422737 -0.42435 0.07872 -0.68214 -0.29607 -0.474506 -1.0464 "KIRC"
"Sample_4212" 0.103743 0.913635 0.38539 0.1169 0.100418 0.02062 -0.288863 0.06145 -0.440278 -0.01222 0.66753 -0.44727 -0.236254 -0.353145 -0.69751 "KIRC"
"Sample_4213" -0.190904 -0.085372 0.62048 -0.06832 0.102174 -0.17355 -0.28183 -0.31498 -0.339515 -0.27089 -0.05717 -0.59851 -0.22994 -0.522436 -0.85021 "KIRC"
"Sample_4214" -0.831087 -0.423189 0.17972 -0.28002 0.340812 0.41748 -0.062753 -0.1678 -0.590687 0.12167 -0.34282 -0.90588 -0.613158 -0.445107 -0.8427 "KIRC"
"Sample_4215" 0.042535 0.336629 0.4656 0.65643 0.056478 0 -0.145894 -0.31492 -0.741171 -0.04708 -0.25438 -0.75515 -0.232984 -0.308636 -1.0453 "KIRC"
"Sample_4216" 0.092562 0.02157 0.37885 -0.7981 -0.14651 -0.38452 -0.388602 0.03064 -0.283583 -0.21088 -0.12711 -0.17854 -0.070415 0.274946 -0.75319 "KIRC"
"Sample_4217" 0.205411 0.20678 0.57116 -0.51583 -0.015536 -0.25479 -0.36845 -0.19174 -0.292449 -0.00259 -0.28542 -0.14857 0.148585 0.048456 -0.94503 "KIRC"
"Sample_4218" -0.935296 -0.00489 0.31054 -0.48905 -0.018649 -0.11052 -0.558705 -0.54172 -1.000781 -0.24278 -0.60078 -0.68194 -0.509892 -0.741123 -1.949 "KIRC"
"Sample_4219" 0.28826 0.59469 0.23871 -0.56669 0.079767 0.07174 -0.22578 0.14536 -0.301906 0.10175 0.11492 -0.67999 -0.062884 -0.725801 -0.46637 "KIRC"
"Sample_4220" -0.155482 0.287788 0.68068 -0.3735 0.100978 -0.0865 -0.314038 -0.5105 -0.749405 -0.29525 -0.48417 -0.8104 -0.517596 -0.813553 -1.1602 "KIRC"
"Sample_4221" -0.173285 0.581088 0.47188 0.28514 -0.007078 -0.18011 -0.316193 -0.0615 -0.486353 -0.07385 0.03068 -0.2984 -0.182032 -0.396813 -0.54166 "KIRC"
"Sample_4222" 0.446149 -0.25544 0.08899 -0.59411 -0.327503 -0.44478 -0.14609 0.09896 -0.072606 0.29167 0.84013 0.0545 0.272495 0.466602 0.30669 "KIRC"
"Sample_4223" 0.199268 0.323701 -0.42227 0.37866 0.030412 0.11436 0.150893 0.32795 0.415102 -0.18698 0.11257 0.08896 0.227188 -0.009685 -1.2826 "PRAD"
"Sample_4224" 0.195659 0.277591 0.27943 0.0343 -0.038923 -0.0498 0.282243 0.68389 0.392183 0.10268 0.60995 0.38341 0.267386 0.863375 -0.73789 "PRAD"
"Sample_4225" 0.092982 0.005404 -0.28046 0.3198 0.022038 -0.01914 0.000403 0.05776 0.110999 -0.41686 -0.24922 0.25453 -0.09889 -0.062968 -1.2969 "PRAD"
"Sample_4226" 0.168929 0.026699 -0.55266 0.75775 0.024291 0.0858 0.107415 0.21993 -0.242404 -0.18249 1.04809 0.59062 0.001395 0.344087 -1.2938 "PRAD"
"Sample_4227" -0.18113 -0.086134 -0.16283 -0.11007 -0.031801 0.01987 -0.319527 0.00696 -0.372711 0.05515 -0.29109 -0.11358 -0.373854 -0.218981 -1.3052 "PRAD"
"Sample_4228" -0.927371 -0.509527 -0.18036 0.10987 0.09506 0.16874 -0.514252 -0.20438 -0.627407 -0.46828 -0.2601 -0.35894 -0.34102 -0.469163 -1.9454 "PRAD"
"Sample_4229" -0.081443 0.037579 -0.19224 -0.10504 0.062956 0.16608 -0.16804 0.47888 -0.269945 -0.02035 -0.10138 0.01721 -0.300372 0.080476 -1.3386 "PRAD"
"Sample_4230" 0.331408 0.461489 -0.32601 -0.00888 -0.038762 0.00586 0.369496 0.72411 0.363787 0.02068 -0.30117 0.47468 0.163462 0.269218 -0.99626 "PRAD"
"Sample_4231" 0.0142 0.078043 0.00581 -0.32469 0.10202 0.13042 0.007021 0.18135 -0.056775 0.00477 -0.72969 0.04538 -0.264723 -0.106029 -1.2169 "PRAD"
"Sample_4232" -0.298236 0.377619 0.07888 0.1161 -0.047108 -0.02118 -0.053726 -0.48677 -0.108518 -0.25404 -0.34883 -0.13848 -0.314355 -0.427518 -1.9531 "PRAD"
"Sample_4233" -0.070159 0.026393 -0.23668 0.9773 0.078718 0.15598 -0.002589 0.14472 -0.50904 0.31599 0.30475 0.52643 -0.033856 0.562218 -1.2322 "PRAD"
"Sample_4234" -0.118293 0.134123 -0.24716 0.54404 0.095941 0.04027 0.004028 0.13289 -0.321939 -0.11437 0.08981 0.09326 -0.250682 0.05811 -1.0787 "PRAD"
"Sample_4235" -0.716051 -0.456546 0.79935 -0.28605 0.041144 0.17338 0.236858 -0.53337 -0.714057 0.30227 0.06492 -0.09947 -0.479341 -0.901832 -1.2473 "KIRC"
"Sample_4236" 0.441376 0.959071 0.02728 -0.0381 -0.052634 -0.09524 0.145796 -0.19976 -0.265118 0.11891 -0.2844 -0.25468 -0.01369 -0.453001 -0.73254 "KIRC"
"Sample_4237" 0.419316 0.782745 0.24626 0.21429 -0.028226 -0.16483 0.000905 -0.23423 -0.773159 0.28813 -0.22581 -0.38778 -0.505878 -0.443579 -0.31196 "KIRC"
"Sample_4238" -0.740387 -0.508048 0.52753 -0.42266 0.194868 0.23153 -0.048164 -0.09351 -0.639959 0.19962 0.29556 -0.19488 -0.327653 0.26605 -0.86528 "KIRC"
"Sample_4239" 0.039788 0.298896 0.57126 -0.27957 0.33225 0.38339 -0.153487 -0.39219 -0.55282 0.06188 1.38522 -0.66135 -0.302701 -0.227553 -0.72541 "KIRC"
"Sample_4240" 0.189862 0.489953 0.33216 -0.35655 0.130864 0.11839 -0.028798 0.16098 -0.176873 0.12777 0.08916 -0.58226 -0.136448 -0.324737 -0.36774 "KIRC"
"Sample_4241" 0.181296 -0.288299 0.51929 0.06356 0.101468 -0.134 -0.354327 -0.21889 -0.159236 0.01298 0.03177 -0.5518 -0.112223 -0.109976 -0.95409 "KIRC"
"Sample_4242" 0.270708 0.661798 0.50474 -0.46 0.113388 0.09922 -0.01956 -0.06197 -0.216865 -0.30456 -0.03664 -0.89796 -0.142525 -0.435675 -0.96693 "KIRC"
"Sample_4243" -0.12535 0.425331 0.16464 0.0461 0.019135 0.02738 -0.192742 0.08716 -0.61717 -0.11185 0.2659 -0.6408 -0.319937 -0.387057 -0.69727 "KIRC"
"Sample_4244" 0.190488 0.599696 0.36323 0.50754 0.051476 -0.16645 -0.133139 -0.05182 -0.070149 0.15062 0.18765 -0.27908 -0.107321 -0.171861 -0.65637 "KIRC"
"Sample_4245" -0.426803 -0.051035 0.4381 1.03942 0.072393 -0.11901 -0.26443 -0.31072 -0.65057 -0.1589 0.35614 -0.68002 -0.429564 -0.687871 -0.79235 "KIRC"
"Sample_4246" 0.328984 0.391273 0.99377 -0.5731 -0.000488 -0.05672 -0.090615 0.04791 -0.250917 0.0914 0.38372 -0.43911 -0.008841 -0.232704 -0.71757 "KIRC"
"Sample_4247" 0.117458 0.058008 -0.35779 -0.19748 -0.029108 -0.1954 0.11701 0.24157 0.119267 -0.26387 0.10338 0.10302 -0.086123 -0.154647 -0.94373 "PRAD"
"Sample_4248" -0.595755 -0.342715 -0.2374 -0.0682 0.154292 0.04797 -0.391638 -0.6814 -0.253985 -0.78992 -0.69238 -0.76882 -0.630365 -1.106736 -1.8558 "PRAD"
"Sample_4249" 0.464667 0.28546 -0.52802 0.52455 -0.146846 0.20297 0.633951 0.74313 0.805509 0.75673 0.12594 0.88797 0.171454 0.631693 -0.54023 "PRAD"
"Sample_4250" 0.062945 0.080678 -0.64631 0.6183 -0.135869 -0.23706 0.451465 0.43894 0.190792 0.2255 1.40338 0.73904 0.088042 0.318544 -0.56432 "PRAD"
"Sample_4251" 0.312964 0.554706 -0.4817 1.11634 -0.04745 0.09173 0.451042 0.47907 0.592007 0.72758 0.65793 1.02519 0.21799 0.593702 -0.64635 "PRAD"
"Sample_4252" -0.581938 -0.220578 -0.02204 0.39162 0.001737 -0.07388 -0.09523 -0.49831 -0.468539 -0.02347 -0.38139 -0.11211 -0.490118 -0.347801 -1.272 "PRAD"
"Sample_4253" 0.190702 0.45313 -0.26156 0.57302 -0.101667 0.03986 0.337019 0.20496 -0.110453 0.53727 0.47109 0.69861 0.02803 0.326275 -1.0602 "PRAD"
"Sample_4254" -0.485426 -0.126467 -0.17548 0.40696 0.067776 0.10783 -0.211598 -0.08884 -0.606437 -0.32712 0.86544 -0.1918 -0.457099 -0.126422 -1.4265 "PRAD"
"Sample_4255" -0.516759 -0.044619 0.13598 1.28714 0.027383 0.03534 -0.298072 -0.41458 -0.513073 -0.27339 -0.17508 0.18223 -0.501351 -0.27612 -1.8719 "PRAD"
"Sample_4256" -0.367428 -0.012986 -0.06608 0.69941 -0.004308 -0.20858 -0.196309 -0.57246 -0.341198 -0.63467 -0.39055 -0.367 -0.522693 -0.662813 -1.8209 "PRAD"
"Sample_4257" -0.129857 0.583433 -0.1351 0.61746 -0.140081 -0.14349 0.487793 0.23868 0.113307 0.38841 0.10688 0.66168 0.036236 0.389992 -0.70798 "PRAD"
"Sample_4258" 0.235802 0.044494 -0.15385 -0.2241 -0.040846 0.12684 0.563056 0.54756 -0.029539 0.69408 0.1394 0.53198 -0.088072 0.364297 -0.56059 "PRAD"
"Sample_4259" 0.691572 0.447563 1.39618 -0.44242 0.039514 -0.03822 0.154016 0.03182 -0.220911 0.27327 1.15134 -0.32571 -0.025592 -0.048547 -0.026996 "KIRC"
"Sample_4260" 0.050365 0.099759 0.573 -0.63264 -0.028261 -0.19758 -0.157491 0.2718 -0.291804 0.06405 1.42422 -0.36966 -0.291607 -0.190665 -0.363 "KIRC"
"Sample_4261" 0.491411 1.007334 0.27407 -0.60397 -0.029219 -0.25663 -0.189706 -0.04612 -0.112137 0.28966 1.0619 -0.09538 -0.034554 0.09597 -0.11057 "KIRC"
"Sample_4262" 0.433068 0.376332 0.15882 -0.64683 0.01442 -0.20306 -0.180496 -0.16992 -0.255214 -0.03204 -0.63232 -0.77562 -0.133864 -0.496629 -0.63285 "KIRC"
"Sample_4263" 0.371491 0.665264 0.39938 -0.53041 0.096529 0.02932 -0.006149 0.06008 -0.311233 -0.00476 -0.42992 -0.47559 -0.099946 -0.166386 -0.47132 "KIRC"
"Sample_4264" 0.001663 0.542899 0.37183 -0.07571 -0.090565 -0.10815 -0.039842 -0.177 -0.427455 -0.02428 0.36788 -0.47469 -0.139423 -0.388191 -0.4798 "KIRC"
"Sample_4265" 0.262974 0.516964 0.81314 -0.65474 0.064992 -0.18162 -0.257973 -0.03097 -0.49215 -0.00118 0.89992 -0.57638 -0.147611 -0.210824 -0.41255 "KIRC"
"Sample_4266" 0.29427 0.834036 1.1857 -0.96347 -0.122605 -0.4699 -0.566196 -0.35988 -0.210287 -0.4246 -0.05402 -0.41609 -0.193271 -0.493391 -1.2016 "KIRC"
"Sample_4267" 0.166189 0.358345 1.17472 -0.1059 -0.015529 -0.00344 -0.127751 0.06091 -0.306346 -0.08725 0.49972 -0.68202 -0.192757 -0.379902 -0.56787 "KIRC"
"Sample_4268" -0.165205 0.050104 -0.45888 -0.50165 0.09003 0.1298 -0.47183 -1.08172 -0.194293 -0.2603 -0.0661 -1.58233 -0.449447 -1.617897 -1.1449 "KIRC"
"Sample_4269" 0.264638 0.568781 0.95234 -0.41915 0.042445 -0.02981 -0.137783 -0.15978 -0.309774 0.10267 0.26106 0.24401 0.043156 0.401489 -0.323 "KIRC"
"Sample_4270" 0.035854 0.575932 -0.01307 -0.5529 0.007795 -0.04887 -0.074715 -0.02426 -0.459198 -0.14292 -0.17503 -0.81004 -0.129781 -0.364651 -0.68106 "KIRC"
"Sample_4271" -0.195043 0.356717 -0.19195 -0.53552 -0.097631 -0.06772 -0.078362 -0.06087 -0.080678 -0.43209 -0.38788 -0.19709 0.010137 -0.366746 -1.1474 "PRAD"
"Sample_4272" 0.063851 0.149791 0.66352 -0.31096 -0.104752 -0.20713 -0.285514 -1.35192 0.260824 -0.63311 -0.50338 -0.1695 -0.110642 -1.286177 -1.0288 "PRAD"
"Sample_4273" 0.118187 -0.144515 0.12934 0.56294 -0.233712 0.09615 0.062248 0.44259 -0.096509 -0.06444 1.56694 0.2605 -0.293694 -0.199641 -1.0943 "PRAD"
"Sample_4274" -0.550737 -0.114922 0.12343 0.06019 0.062348 0.07689 -0.423249 -0.5739 -0.749371 -0.54711 -0.52562 -0.57853 -0.635451 -1.067004 -2.2001 "PRAD"
"Sample_4275" 0.293615 0.358608 -0.40546 -0.01142 -0.084108 0.18522 0.177495 1.07833 -0.095667 0.77037 0.51413 0.90652 0.142495 1.019135 -1.1786 "PRAD"
"Sample_4276" -0.002793 0.234912 -0.57053 0.03119 -0.066982 0.11309 -0.356525 0.12467 -0.411766 -0.03426 -0.09972 0.13276 -0.332289 -0.035704 -1.7247 "PRAD"
"Sample_4277" 0.344607 0.290677 -0.21185 0.62888 -0.043204 0.0568 0.189376 -0.16081 0.45787 0.22446 -0.12417 0.51162 0.083239 0.211887 -1.1414 "PRAD"
"Sample_4278" -0.118463 -0.022562 -0.30078 1.09143 0.014903 0.08645 -0.39471 -1.47744 -0.044861 -0.72451 -0.55565 -0.56414 -0.372816 -0.946553 -1.8788 "PRAD"
"Sample_4279" -0.083064 0.103856 -0.29533 3.21176 -0.005532 -0.17043 -0.238862 0.12457 -0.35333 -0.17852 -0.2824 0.25004 -0.411071 0.178945 -1.2737 "PRAD"
"Sample_4280" -0.334585 -0.138607 -0.22794 1.12738 0.087854 0.00232 -0.536915 -1.37452 -0.372345 -0.58967 -0.55547 -0.57424 -0.579089 -1.670705 -2.3333 "PRAD"
"Sample_4281" 0.003858 0.223341 -0.29241 1.06273 0.143764 0.14355 0.331908 0.3433 -0.07744 0.41107 0.10411 0.18826 -0.122758 0.428145 -1.0626 "PRAD"
"Sample_4282" 0.386399 0.275035 -0.37027 -0.37288 -0.039986 0.02484 0.273375 0.67295 0.324671 0.56912 -0.16213 0.92767 -0.26842 0.504776 -0.98141 "PRAD"
"Sample_4283" -0.70336 -0.518857 0.34046 -0.32737 0.113193 -0.02872 -0.413085 -0.02 -0.690378 -0.15349 -0.18821 -1.00419 -0.673539 -0.765361 -0.76283 "KIRC"
"Sample_4284" 0.003269 0.087785 0.5313 -0.58997 -0.037411 -0.1692 -0.093308 0.08342 -0.265302 -0.10431 0.36852 -0.37384 -0.289727 -0.234657 -0.31999 "KIRC"
"Sample_4285" -0.098038 -0.028382 0.7833 -0.31508 0.125421 -0.03602 -0.312575 0.0623 -0.501648 -0.03662 0.23005 -0.8127 -0.505584 -0.557148 -0.29261 "KIRC"
"Sample_4286" 0.452167 0.904672 1.07182 -0.50889 0.074926 -0.08015 -0.10171 -0.01501 -0.430007 0.05284 1.55539 -0.54843 -0.070242 -0.324727 -0.24192 "KIRC"
"Sample_4287" 0.162529 0.797931 0.63529 -0.32643 0.126862 -0.03379 -0.30287 -0.06797 -0.522645 0.19719 0.43065 -0.75196 -0.202312 -0.146591 -0.20719 "KIRC"
"Sample_4288" 0.219899 0.731112 0.26073 -0.3661 0.012734 -0.08839 -0.041393 -0.22895 -0.565101 0.04888 0.03623 -0.8949 -0.333719 -0.432659 -0.37549 "KIRC"
"Sample_4289" -0.284543 0.064757 -0.01102 -0.45553 -0.025078 -0.21774 -0.303605 0.39448 -0.411909 0.05237 -0.38748 -0.16338 -0.300377 -0.345413 -0.32507 "KIRC"
"Sample_4290" -0.511603 -0.779859 0.52841 -0.40596 0.217716 0.25216 -0.584288 -0.39076 -0.809213 -0.09993 -0.87888 -0.58338 -0.618198 -1.070344 -1.2374 "KIRC"
"Sample_4291" 0.442474 0.186255 0.8458 -0.22135 0.096494 -0.12893 -0.016677 0.1987 0.134494 0.35957 -0.82924 0.16002 0.031311 0.073351 -0.36686 "KIRC"
"Sample_4292" 0.285969 0.773895 0.70055 0.22817 0.01726 -0.10118 0.007676 0.06192 -0.27131 -0.05803 0.20281 -0.42225 -0.090171 -0.266242 -0.43532 "KIRC"
"Sample_4293" 0.204675 0.243402 0.37149 -0.58787 0.066188 0.0512 -0.124329 -0.03147 -0.23184 0.04461 0.48717 -0.2091 0.08178 -0.834877 -0.58971 "KIRC"
"Sample_4294" 0.433819 1.144299 0.77652 -0.4856 0.045796 -0.07059 0.029378 0.08855 -0.135707 0.38284 0.82135 -0.17492 0.161294 0.065417 0.033997 "KIRC"
"Sample_4295" 0.166057 0.491073 -0.5544 -0.22249 -0.061526 -0.04821 -0.026316 -0.24419 0.164927 -0.20734 0.12339 0.27163 0.142657 -0.106201 -1.4712 "PRAD"
"Sample_4296" -0.131581 -0.556827 0.47074 0.23962 0.24821 0.23538 -0.058567 1.03215 0.477408 0.1266 1.08457 0.95678 0.206169 1.371835 -1.3938 "PRAD"
"Sample_4297" 0.771946 0.095103 -0.42785 -0.75682 -0.393928 -0.15867 0.599261 0.58523 0.375015 0.9145 1.11564 0.35675 0.424973 0.353145 0.13831 "PRAD"
"Sample_4298" -0.153921 -0.10118 -0.30427 -0.08788 0.084258 -0.1069 -0.043446 -0.83796 0.044681 -0.64171 -0.26447 -0.26696 -0.393922 -0.548262 -1.3174 "PRAD"
"Sample_4299" 0.298189 0.168793 0.02052 0.06374 -0.102437 -0.07584 0.321964 0.19549 0.08863 0.19797 -0.11609 0.04897 -0.281561 -0.380702 -0.56832 "PRAD"
"Sample_4300" 0.119771 0.203297 -0.42419 -0.15151 -0.040203 0.02827 0.12041 0.1906 0.110768 -0.39276 0.22688 0.1747 -0.044656 -0.209509 -1.0496 "PRAD"
"Sample_4301" -0.226406 -0.089705 -0.59906 2.0542 -0.014899 -0.02845 0.084104 -0.62654 -0.22178 -0.12537 -0.35672 0.0892 -0.115348 -0.026819 -1.3568 "PRAD"
"Sample_4302" -0.530606 0.124364 0.18629 -0.08412 -0.090138 -0.16649 -0.201245 -0.7338 -0.280861 -0.6353 -1.08455 -0.46325 -0.501057 -0.992145 -1.7382 "PRAD"
"Sample_4303" 0.096518 -0.008198 -0.169 0.1709 0.066755 0.23741 0.662176 0.56054 0.60445 0.05198 -0.26691 0.67822 0.261204 0.524672 -0.75813 "PRAD"
"Sample_4304" -0.116209 0.260103 -0.22732 0.31624 0.034043 -0.1787 -0.287421 0.00513 -0.465491 -0.21507 -0.52944 -0.16638 -0.468828 -0.155568 -1.4458 "PRAD"
"Sample_4305" -0.092587 0.245004 -0.17679 -0.06007 0.001212 -0.08032 -0.12216 -0.11981 -0.050958 -0.58834 -0.50701 -0.19388 -0.340414 -0.816033 -1.5445 "PRAD"
"Sample_4306" -0.400714 -0.124375 -0.16171 -0.12821 -0.041588 -0.11039 -0.439746 -0.22043 -0.471078 -0.50433 -0.7038 -0.09149 -0.427154 -0.527991 -1.6576 "PRAD"
"Sample_4307" 0.445663 -0.191378 0.81076 -0.23816 0.141868 -0.26816 -0.634907 -1.37303 0.411069 -0.2263 -0.73427 -0.90723 -0.048036 -1.22239 -1.3463 "KIRC"
"Sample_4308" -0.035187 0.633368 0.03688 -0.19018 0.010425 -0.19911 -0.261045 -0.08631 -0.469714 -0.09295 -0.36528 -0.50341 -0.416123 -0.769551 -0.53247 "KIRC"
"Sample_4309" 0.040009 0.331692 0.5022 0.09402 0.015022 -0.35078 -0.13351 -0.12712 0.533692 0.24713 -0.13274 0.00466 0.045433 0.170394 -0.54164 "KIRC"
"Sample_4310" 0.33098 0.272024 0.13278 -0.40485 0.139748 0.05789 -0.1296 0.01158 -0.485253 0.08228 -0.63032 -0.68345 -0.107932 -0.407419 -0.4733 "KIRC"
"Sample_4311" 0.20849 0.301872 0.37114 0.68739 0.063285 -0.2321 0.012277 0.29036 -0.058866 0.12776 -0.23913 -0.01198 -0.144302 -0.043659 -0.62191 "KIRC"
"Sample_4312" -0.165846 0.049072 -0.02092 0.0954 -0.005721 -0.16366 -0.272198 -0.13363 -0.550308 -0.07353 -0.08548 -0.57745 -0.330127 -0.680382 -0.50692 "KIRC"
"Sample_4313" 0.247462 0.449944 0.31877 0.06511 -0.041413 -0.15497 -0.073222 -0.29913 -0.368543 -0.25014 -0.16706 -0.6043 -0.075917 -0.402825 -0.85188 "KIRC"
"Sample_4314" -0.389002 -0.118126 0.04336 0.03919 0.121986 -0.06093 -0.267342 -0.34961 -0.655804 -0.1417 -0.14527 -1.05892 -0.431484 -0.773568 -0.77207 "KIRC"
"Sample_4315" -0.576126 0.376717 0.41967 -0.18961 0.139573 -0.09241 -0.389607 -0.28103 -0.792683 -0.21828 -0.89534 -0.9967 -0.512481 -0.877331 -0.78884 "KIRC"
"Sample_4316" -0.267757 -0.214915 0.39152 -0.29613 -0.079771 -0.2233 -0.100647 0.32127 -0.173805 0.08838 0.06371 -0.05473 -0.11224 -0.002824 -0.082531 "KIRC"
"Sample_4317" -0.073437 -0.246092 0.26071 -0.34572 0.006885 -0.14112 -0.235906 0.39988 -0.28192 0.02399 0.51174 -0.22421 -0.151043 -0.02354 -0.41263 "KIRC"
"Sample_4318" 0.01308 0.532229 0.27729 0.01148 -0.038839 -0.26234 -0.236613 -0.18655 -0.346263 0.20473 0.30282 -0.08699 0.101905 -0.052058 -0.13311 "KIRC"
"Sample_4319" 0.252625 -0.004023 -0.06698 -0.13687 0.19782 0.27975 -0.400811 -1.94945 -0.273204 -0.46109 0.41682 -0.25188 0.219887 -1.609366 -1.2539 "PRAD"
"Sample_4320" 0.602441 0.251543 -0.53766 -0.22525 0.036323 -0.09981 0.831231 0.71517 0.530644 0.8629 0.84685 0.57289 0.542978 0.571842 -0.19489 "PRAD"
"Sample_4321" 0.300155 0.421812 -0.20746 -0.01157 -0.234852 0.13394 0.678106 0.51815 0.374329 0.01428 0.40212 0.58783 0.127001 0.307654 -0.82304 "PRAD"
"Sample_4322" -0.025037 0.172522 0.01131 -0.15512 0.080494 0.06621 0.10296 0.0387 -0.109571 -0.44856 -0.16127 0.25122 -0.11574 -0.379963 -1.6078 "PRAD"
"Sample_4323" 0.211061 0.045588 -0.3426 2.79156 0.126589 0.23185 0.1649 0.61338 0.011688 0.64541 1.81409 1.22761 0.100382 1.228431 -1.014 "PRAD"
"Sample_4324" -0.057468 -0.112769 -0.13645 -0.14402 -0.021902 0.01347 -0.367373 0.27111 -0.508151 -0.3813 -0.60116 0.15752 -0.413395 -0.330354 -1.5756 "PRAD"
"Sample_4325" -0.211122 0.113878 -0.25896 0.40745 0.143652 0.24375 -0.100283 0.22906 -0.189092 -0.01319 -0.25797 -0.08852 -0.096566 -0.083633 -1.5475 "PRAD"
"Sample_4326" 0.961596 0.308401 -0.48389 0.57354 0.01754 0.27727 0.786807 1.14045 1.011774 1.21337 0.30651 1.18482 0.358894 1.108466 -0.17226 "PRAD"
"Sample_4327" -0.098553 0.113431 -0.1748 0.85598 0.238591 0.29602 -0.354509 -0.13492 -1.348868 -0.53739 -0.32118 -0.18287 -0.130341 -0.1423 -1.4804 "PRAD"
"Sample_4328" -0.070991 0.144504 -0.22542 0.3598 0.171369 0.21546 -0.399035 0.10524 -1.093202 -0.40552 -0.32968 -0.51743 -0.332243 -0.421314 -1.5756 "PRAD"
"Sample_4329" 0.052412 0.290353 -0.13685 0.54894 0.201968 0.36507 -0.255002 0.97326 -1.045498 0.08351 0.56969 0.43623 -0.014181 0.472168 -1.1135 "PRAD"
"Sample_4330" -0.340404 -0.305349 0.04056 1.5459 1.424429 0.23549 -0.269381 -1.08436 -1.008704 -0.4257 -0.01316 -0.08389 -0.264752 -1.032049 -1.809 "PRAD"
"Sample_4331" 0.277896 0.747059 0.31059 0.65723 0.098096 -0.08972 -0.185869 -0.14657 -0.266693 0.13001 0.03593 -0.59979 -0.052891 -0.633221 -0.73365 "KIRC"
"Sample_4332" 0.227 0.372393 0.88856 -0.449 0.205235 0.19672 -0.06062 -0.03136 -0.334858 0.16943 0.88244 -0.70832 -0.168013 -0.152076 -0.20733 "KIRC"
"Sample_4333" 0.129 0.310633 0.13663 -0.14756 0.151452 0.05174 -0.159027 -0.07187 -0.463468 0.14349 0.052 -0.57618 -0.121351 -0.255495 -0.47746 "KIRC"
"Sample_4334" 0.521073 0.926983 -0.00808 -0.69949 -0.048059 -0.27111 0.029946 0.0687 -0.161151 0.24833 1.03403 0.0416 0.055531 0.038872 0.10783 "KIRC"
"Sample_4335" 0.024335 0.377645 0.63033 -0.4115 0.037842 -0.08982 -0.101419 0.06311 -0.323982 0.13598 -0.09509 -0.58257 -0.180077 -0.398342 -0.42995 "KIRC"
"Sample_4336" -0.251479 -0.419626 1.09238 -0.65756 0.045278 -0.15551 -0.271907 -0.02674 -0.295966 -0.19487 -0.38764 -0.18875 -0.110072 -0.247409 -0.48473 "KIRC"
"Sample_4337" 0.375086 0.732494 0.75963 -0.31389 0.06318 -0.02632 0.015568 0.33637 -0.249606 0.3644 0.69132 -0.1112 0.020989 0.185433 -0.043078 "KIRC"
"Sample_4338" 0.357939 0.774648 1.55181 0.38525 0.015826 -0.22358 -0.243347 0.22432 -0.185786 0.64085 -0.03462 -0.31465 0.175566 -0.131381 0.13281 "KIRC"
"Sample_4339" -0.252436 0.322808 0.41878 -0.29175 0.065957 -0.08717 -0.433172 0.00026 -0.471744 -0.18616 -0.40476 -0.52323 -0.27892 -0.740637 -0.79187 "KIRC"
"Sample_4340" 0.46298 0.511056 0.98054 -0.67183 0.090659 -0.02055 -0.205824 0.2028 -0.274242 0.45982 0.93714 -0.08874 0.285885 0.013035 0.22869 "KIRC"
